MJD_OBS MAG MAG_ERR BAND
56536.24853172 20.533027802112766 0.020287220359225686 b'g'
56541.26194908 20.40690670766186 0.10732362880926924 b'g'
56543.2460639825 20.450425473197818 0.005063891924848818 b'g'
56547.2764165025 20.457909043207707 0.005372566506177719 b'g'
56558.23173908 20.56704228189247 0.03208361465032539 b'g'
56559.18395175 20.511308538323497 0.0179397510618614 b'g'
56563.257370164996 20.487925857608516 0.006782529880155156 b'g'
56567.2278527775 20.53048522769252 0.005138752952315481 b'g'
56575.200174535 20.520246438953713 0.004754212282076435 b'g'
56579.189637625 20.56704378030273 0.012175867018954976 b'g'
56590.33760270666 20.567406032617377 0.019455047719237988 b'g'
56594.09042268 20.479066409819772 0.017908974148756585 b'g'
56595.099134070006 20.54028701695928 0.00886920988736009 b'g'
56602.1277924575 20.542646137572163 0.004576693730953484 b'g'
56609.0545621 20.571351256109743 0.0311353386499853 b'g'
56615.03694667 20.48132618155732 0.06901807415991357 b'g'
56617.045782526664 20.49116762590478 0.0065757177562913 b'g'
56625.22713026332 20.526039948082726 0.005483318863804068 b'g'
56628.06215157 20.4822017191446 0.012234930076285622 b'g'
56629.05466943333 20.49010602075453 0.007406985140350727 b'g'
56635.22417719 20.50673938581578 0.0059307134603821445 b'g'
56642.0700988 20.38262196582516 0.10314531945145333 b'g'
56645.06419484 20.48846311473993 0.025608042384252627 b'g'
56646.0696714 20.52263984536423 0.009452870161502716 b'g'
56649.14610451 20.534197260854537 0.016863618332958907 b'g'
56653.0883799325 20.430794861946424 0.007317346709772272 b'g'
56660.1190413625 20.52778239648621 0.004882817927137106 b'g'
56667.1359522 20.579249296355805 0.013411397950325893 b'g'
56675.08617447 20.56087784225572 0.03497886080894119 b'g'
56676.08379068666 20.56408189567746 0.017888565391634352 b'g'
56681.1210519 20.53000157944707 0.011978315333657008 b'g'
56683.06987228 20.53112563615706 0.006313642522188102 b'g'
56685.1713524 20.52575565179169 0.017542515779595647 b'g'
56687.148046693335 20.504509824343035 0.009986390253633497 b'g'
56688.067369165 20.565306601455006 0.012954762684484578 b'g'
56692.04454158 20.596135707972547 0.013004360239303736 b'g'
56694.04887867 20.577766028592897 0.009878427221516847 b'g'
56698.04636034 20.643288091567968 0.031116111034037885 b'g'
56885.29199138667 20.425346053655527 0.013980022954175152 b'g'
56888.283918576664 20.32830115806168 0.00581810549749672 b'g'
56890.40046293 20.28355244475069 0.013012961363823905 b'g'
56898.35091020999 20.35480325399609 0.05297735266938094 b'g'
56903.334428915 20.299419252309228 0.11597627075318014 b'g'
56904.28188708 20.29510238568532 0.014754993455888155 b'g'
56912.35724734 20.324588083388125 0.026513903127344918 b'g'
56915.224517363335 20.283306499994193 0.01185035027599107 b'g'
56916.20641146333 20.34536151404184 0.016570606029685596 b'g'
56920.2214476675 20.340920367013542 0.004971300748840521 b'g'
56925.190903413335 20.3379682587055 0.00565723572718752 b'g'
56927.22143981 20.35191807926598 0.011120030490630484 b'g'
56932.16406211333 20.410080448084948 0.014377832507416591 b'g'
56936.313692643336 20.36486850536216 0.017130903438999215 b'g'
56943.3057323975 20.348278309812365 0.010522316334590194 b'g'
56949.28231529 20.32536572220704 0.009240558621750406 b'g'
56950.11547278001 20.297089326297566 0.007584932126013204 b'g'
56957.131924333335 20.289950246093504 0.008019139546975489 b'g'
56961.35662189 20.29470981162777 0.013287125345673445 b'g'
56963.25391572 20.305120746407454 0.01708618850504001 b'g'
56973.15151251751 20.37466615834848 0.005232639919797615 b'g'
56980.233354892494 20.383360044642444 0.003952664013472524 b'g'
56987.2334737275 20.346195179105 0.004650093812656046 b'g'
56990.21100443333 20.33723453536507 0.006221855970786959 b'g'
56992.12251633 20.387370872761167 0.02511766947431937 b'g'
57001.177145860005 20.432285293693127 0.010753290000908166 b'g'
57004.03747526 20.35700518401066 0.019057799009377874 b'g'
57005.24339177667 20.374265995313582 0.00964245732587151 b'g'
57011.08498686 20.387647884865377 0.008758403706448092 b'g'
57012.19498916 20.357817541563552 0.009500426906716543 b'g'
57017.23774109 20.334684734262172 0.013196088904201986 b'g'
57018.18655027333 20.357953440309977 0.006824520691860308 b'g'
