MJD_OBS MAG MAG_ERR BAND
56538.38238151 21.103091335542096 0.021289036598158617 b'g'
56543.32420838 21.080081269722434 0.018794391284597367 b'g'
56547.21245456 21.08762083031933 0.021869596405664993 b'g'
56551.29314413 20.863789672110492 0.0603372275868388 b'g'
56563.25934422 20.96571759910049 0.019747497946848824 b'g'
56567.210629215 20.95027765964744 0.014746301251037361 b'g'
56575.13618194 20.954146814050976 0.016957500562668315 b'g'
56579.12539781 20.977071145355332 0.045369837884898345 b'g'
56591.07673569 20.848309917269585 0.026488951595574406 b'g'
56592.17793959 20.892939559871152 0.030992902969483538 b'g'
56602.06323106 20.894446709343804 0.014669427471652341 b'g'
56615.02282821 20.908745316778035 0.04813904324090856 b'g'
56618.03042031 20.875114601243546 0.016694027060466965 b'g'
56627.0504108 20.895993313105606 0.014273928247330758 b'g'
56635.05422644 20.93066004863473 0.028272263551368585 b'g'
56648.14538734 21.012193152529495 0.03325261647108846 b'g'
56653.07161586 20.905026743423832 0.028990081553025963 b'g'
56660.11635959 20.999862085558167 0.019500030502840104 b'g'
56667.1301377 21.065747595360012 0.060924337863870186 b'g'
56676.04381974 21.071430566588372 0.025668588703457118 b'g'
56683.05304588 21.047027294560507 0.023520482145197974 b'g'
56691.05928483 21.02155081626402 0.02127538473693491 b'g'
56890.25832254 20.9832041949673 0.02108576016919983 b'g'
56903.22307547 20.976382854998835 0.03451025182467404 b'g'
56915.19020835 21.01263995159874 0.026377656342866374 b'g'
56924.16627855 21.00974012429704 0.01792905745816853 b'g'
56931.14724891 20.974996261330585 0.03047797656677531 b'g'
56936.34735916 20.823144058886925 0.06312205090112855 b'g'
56943.11711376 20.891144968428303 0.01650413527519845 b'g'
56949.09876305 20.849132735416628 0.025344985253131114 b'g'
56956.08025971 20.900797121799318 0.01648759174585024 b'g'
56959.29671043 20.908442112087542 0.02354091184473006 b'g'
56960.19806939 20.922499844543022 0.016003270165310113 b'g'
56973.03529539 20.98932726791631 0.021228367910271828 b'g'
56980.05207854 20.98654059033427 0.015293532461218007 b'g'
56987.05707066 21.02072664423402 0.0180300313775561 b'g'
56990.05740189 20.87428583315149 0.10099351044080151 b'g'
57001.03690191 20.925253567348076 0.019863486429692045 b'g'
57005.03471792 20.87464804661846 0.0283850098369669 b'g'
57012.04015836 21.002156910246132 0.03848067020137336 b'g'
57014.0420896 21.004801170727347 0.026300923897750295 b'g'
57018.08518319 21.036871324924473 0.027825518199609434 b'g'
57025.08600473 20.959163706832037 0.07471955664712837 b'g'
57030.10517182 21.03337223988902 0.05242471016290651 b'g'
57037.08832956 21.087064941366606 0.017392182382302224 b'g'
57044.05880803 21.029681069438443 0.022007805179711685 b'g'
57051.05060675 21.14990862014737 0.04847539390338085 b'g'
57252.26714204 21.250368403516504 0.02575552506316825 b'g'
57257.25388692 21.312085549447506 0.03570824777576931 b'g'
57276.36814618 21.31324051468622 0.028953085000420486 b'g'
57278.20310269 21.345163336839704 0.026517334344884347 b'g'
57286.21049913 21.256242284210398 0.03842673255958928 b'g'
57301.28004498 21.325114551198524 0.05093154743295969 b'g'
57305.27887136 21.319769905778813 0.028054458462403176 b'g'
57311.10649077 21.297203608330868 0.029573173158333077 b'g'
57315.17836014 21.383248993372106 0.038388850354124315 b'g'
57325.06845515 21.412755373524785 0.047145343405755824 b'g'
57329.05713879 21.37145483820242 0.027164328545332236 b'g'
57339.03305978 21.35186952011583 0.03419645904044444 b'g'
57344.21322979 21.38011434995113 0.025129181481592155 b'g'
57355.15643484 21.52111935385887 0.05598872386330811 b'g'
57361.17810284 21.50368977359567 0.03616576585079656 b'g'
57365.05149415 21.51886885928711 0.033022339520901056 b'g'
57372.04609944 21.50404987006274 0.03408772790470138 b'g'
57427.04988596 21.580618677939988 0.06091324603234227 b'g'
57615.41002091 21.42089128315103 0.021722689492655434 b'g'
57625.38387892 21.498472137915805 0.03780544873215064 b'g'
57629.24187641 21.405218689897836 0.028388797351603046 b'g'
57633.34437953 21.405000337330865 0.02655844551106057 b'g'
57637.23158447 21.381886781026857 0.03582270813399546 b'g'
57644.36100062 21.324088771953903 0.08495462514552088 b'g'
57653.16928072 21.365516794984963 0.02542823122081117 b'g'
57656.26471146 21.391714547338413 0.029671967270971322 b'g'
57657.22311479 21.344349055614806 0.03573601522663594 b'g'
57662.32108764 21.36518284341353 0.023389375919698807 b'g'
57664.24671522 21.376630587566694 0.032812941489535064 b'g'
57669.09845426 21.23059932157191 0.05031544985705594 b'g'
57681.1908358 21.164562623109482 0.05748611144547766 b'g'
57686.14511618 21.28494494715129 0.029295130494773624 b'g'
57687.07748506 21.316233790876858 0.04138066799672302 b'g'
57694.05871022 21.344417144497 0.025147455752055237 b'g'
57701.05401035 21.292533289117266 0.061268275573677755 b'g'
57709.02125654 21.41173338708853 0.036160672300937335 b'g'
57714.16999674 21.32012258073621 0.024961250897312937 b'g'
57718.05640922 21.307734017548114 0.0265100464816328 b'g'
57722.04992655 21.373124730303715 0.02405348402334795 b'g'
57728.03190924 21.394492616439695 0.04895462173523413 b'g'
57739.10125682 21.28567352724889 0.034399075274421875 b'g'
57744.04876581 21.26942626674088 0.02313427730980777 b'g'
57750.04123722 21.352125884064883 0.041535755395294416 b'g'
57756.05099094 21.225317063373865 0.04210462011612748 b'g'
57773.06083203 21.370688838580307 0.022265610707584926 b'g'
57781.0515702 21.316445948797327 0.03261443258905672 b'g'
57986.28715487 21.45453286526877 0.02833076130241352 b'g'
57990.38766886 21.328845880293407 0.024235211178964988 b'g'
57994.33141056 21.42252209070864 0.028516094236895384 b'g'
57995.23908619 21.500623413362927 0.15123825739746266 b'g'
58008.38323435 21.588622334606214 0.07536707193737868 b'g'
58015.17763849 21.601134828547668 0.031205288940363115 b'g'
58019.16681426 21.596669887082708 0.035120615369486075 b'g'
58036.12238217 21.533455959708704 0.03444614424018155 b'g'
58040.12335078 21.533983417638822 0.027562277728675255 b'g'
58044.31263406 21.574029943353203 0.03083513822286932 b'g'
58052.07819372 21.47543297730133 0.04233515847724334 b'g'
58064.05070497 21.40317816419339 0.03297082460236922 b'g'
58071.05448383 21.382250902390176 0.028822108947231584 b'g'
58076.12214652 21.366086750572023 0.032520605572621264 b'g'
58080.11868704 21.412672892931724 0.03146078560060772 b'g'
58082.06172206 21.391346478370682 0.03505231601134895 b'g'
58092.03420983 21.506664565302234 0.04642418985296359 b'g'
58097.04946193 21.444290383757828 0.026025545836589004 b'g'
58101.04357593 21.426835275535815 0.02609735011266423 b'g'
58109.04267793 21.41534151970231 0.03282245323631727 b'g'
58113.04948337 21.40530567091299 0.04102540031779257 b'g'
58122.08691705 21.2995828747349 0.05275943475004752 b'g'
58129.04279227 21.48932644553918 0.03523643524627573 b'g'
58136.04040941 21.549176025940728 0.04620038739717458 b'g'
58372.27093379 21.37642847095994 0.022495004843218425 b'g'
58401.21836592 21.210332985070476 0.02758599638314152 b'g'
