MJD_OBS MAG MAG_ERR BAND
56534.28314457 23.19372242922551 0.14307687546454773 b'g'
56538.32545702 23.36068666639874 0.11321175206408896 b'g'
56543.29564618 23.28401370078867 0.12371579830309543 b'g'
56547.22620564 23.339152554812834 0.1550909389740056 b'g'
56563.21442903 23.25782481272413 0.10600890941416452 b'g'
56575.14995317 23.317805075637395 0.12919251178589874 b'g'
56594.10471237 23.35345176376977 0.15798391260267763 b'g'
56602.07712309 23.355928258489865 0.10762676181443709 b'g'
56627.124232175 23.261193727021904 0.09265050104218049 b'g'
56649.11827883 23.205930827038106 0.1696156213450699 b'g'
56660.04722263 23.28693082803737 0.1734724715070719 b'g'
56890.32816862 23.006051595373883 0.13242710483235243 b'g'
56903.38327382 23.274841709245788 0.1912662278776338 b'g'
56924.31670568 23.112288730032784 0.14706047528294164 b'g'
56952.11774662 23.065564922301206 0.1515265345293031 b'g'
56959.10012355 23.276447813719162 0.16886545358209304 b'g'
56973.18307285 23.071123126225174 0.1716484444558759 b'g'
56980.17867779 23.235819607152003 0.09073003085990194 b'g'
56987.17992482 23.176367051039662 0.11787951187585577 b'g'
56990.18052967 23.342173608643844 0.14932835098683128 b'g'
57003.04268242 23.15302409847993 0.09489605673094204 b'g'
57029.06564567 23.006822399008502 0.2106947774397696 b'g'
57252.30287043 23.000863778355825 0.14588879021200185 b'g'
57256.2924534 23.179781659019127 0.2156063105031194 b'g'
57284.32380317 22.946787117565584 0.15750161018083375 b'g'
57299.21793666 23.273642952045115 0.27179005921843213 b'g'
57304.20522842 23.15024382690968 0.1615487957230144 b'g'
57315.20571904 23.163271200559603 0.191117677749574 b'g'
57329.16868387 23.2421252575799 0.14416887523844935 b'g'
57345.22678645 23.031966725941377 0.15088986336447263 b'g'
57361.19883947 22.999273416908657 0.13893128480345496 b'g'
57365.10745005 23.193369531978455 0.10125752759408613 b'g'
57372.0996086 22.909591693460712 0.14273293144307075 b'g'
57385.06428003 23.266006044801408 0.1074612902790193 b'g'
57637.27178996 22.458777383964755 0.10849127193749908 b'g'
57643.38058392 22.172611845425862 0.11176591096347367 b'g'
57656.23895383 22.43442045073151 0.07861051540151465 b'g'
57657.38141749 22.283944591063907 0.07524277955353753 b'g'
57663.30674646 22.466362267971103 0.08196067388570683 b'g'
57670.12177779 22.438949550373188 0.18507311965665707 b'g'
57684.11212984 22.341157754523465 0.12193611570146601 b'g'
57688.15470256 22.479519735136112 0.07433403357467228 b'g'
57695.09246022 22.192088794074667 0.09673647430353682 b'g'
57702.09070737 22.303049561646315 0.15771571615043456 b'g'
57709.15964611 22.371033888922273 0.14540105060591557 b'g'
57714.23755852 22.16783001144315 0.08950280345782247 b'g'
57718.17915362 22.31550187582077 0.06351524684499665 b'g'
57721.13425032 22.283758909524288 0.079100609810439 b'g'
57730.10023237 22.14823070287335 0.16598217348106914 b'g'
57746.04338473 22.190237595164074 0.051661213151149354 b'g'
57770.05084575 22.175641461549578 0.059596077186249374 b'g'
57778.04793592 22.18034593256692 0.08352885280493183 b'g'
57991.27315599 22.338661348293478 0.132617391071971 b'g'
57999.30137912 22.36792363527595 0.24632395974311194 b'g'
58010.22641608 22.384232965755192 0.059363889829231915 b'g'
58021.27758168 22.39306317971727 0.0746924589724891 b'g'
58039.20044799 22.577465035797786 0.07374951326767132 b'g'
58044.29905314 22.56292872127099 0.08335399900986575 b'g'
58052.20401874 22.55194178866367 0.07894462811288605 b'g'
58057.18888204 22.507457357256527 0.1890905458868417 b'g'
58071.17719077 22.57360313073979 0.07512523896678402 b'g'
58082.17350415 22.376976258982282 0.10392020991982065 b'g'
58097.14039579 22.449801010441 0.09680063117123439 b'g'
58113.09041158 22.462959782164194 0.13170701690480513 b'g'
58122.1141673 22.523763952192986 0.15472769372700412 b'g'
58431.16972839 23.451668037778152 0.1143683665783044 b'g'
58453.15568697 23.389604193339366 0.1008647084685812 b'g'
56534.26430108 22.561052839512055 0.09026843879825108 b'r'
56538.32782695 22.369127007272933 0.10281310514477937 b'r'
56543.29801255 22.4419696742124 0.08317601403162911 b'r'
56547.22856335 22.304274358251206 0.09679388403616684 b'r'
56563.21680791 22.500088134137783 0.07431933913171207 b'r'
56567.17345569 22.59152004461213 0.11610940022964657 b'r'
56575.15231323 22.55760508807588 0.0738007039968771 b'r'
56590.29928636 22.603470678419853 0.17927783200446257 b'r'
56594.10707723 22.628962445890608 0.12946526150794924 b'r'
56602.07951107 22.608278619835815 0.08497955481585961 b'r'
56609.07128854 22.56094959411741 0.12452807151782963 b'r'
56627.1261706 22.50068674988088 0.0585093256007083 b'r'
56649.12064652 22.600714526414702 0.10583824879963188 b'r'
56660.04957757 22.40130552083685 0.08892815330840165 b'r'
56675.04530508 22.621779405067734 0.14102128720072216 b'r'
56682.04132571 22.335391683538123 0.13401763606882255 b'r'
56687.04099402 22.54934829225443 0.10884494543982726 b'r'
56890.33051587 22.364518799065742 0.097666992344287 b'r'
56903.38561995 22.502965002364576 0.15553308989017722 b'r'
56924.318098 22.658279478440537 0.09428306805979147 b'r'
56957.10614385 22.359990331436645 0.15386911794435676 b'r'
56959.10247041 22.398583658042043 0.11388752102281074 b'r'
56964.21766839 22.57073500417658 0.13320374868685292 b'r'
56973.18543443 22.639842863572156 0.1029633108205239 b'r'
56980.18103397 22.488688934126856 0.07907941068903312 b'r'
56987.18226769 22.39131728052835 0.08116335149888698 b'r'
56990.18289717 22.416600031825535 0.1016832104140164 b'r'
57001.14885861 22.669726940646576 0.18837711523818257 b'r'
57003.04502921 22.401240859423943 0.09251703481696438 b'r'
57011.07302528 22.423824010036316 0.056296880141182726 b'r'
57018.04529278 22.344644394590816 0.14277738025219833 b'r'
57036.05305713 22.309985047303698 0.06867302678164577 b'r'
57256.2948093 22.230523510890574 0.13978040153393678 b'r'
57276.31218181 22.35905140477933 0.15642669309338686 b'r'
57277.30973616 22.24520123202783 0.1015604223777089 b'r'
57299.22030249 22.410717568782303 0.24353237844051281 b'r'
57304.20760232 22.520233453530118 0.11037108923552807 b'r'
57315.20808064 22.518908801921423 0.14338190051725874 b'r'
57329.17104264 22.219521422757836 0.1074713437092285 b'r'
57339.11975826 22.553849346793243 0.13840902001047084 b'r'
57345.22914577 22.43570451313391 0.10997922532175865 b'r'
57355.21230785 22.265804139024922 0.12727259316987016 b'r'
57361.1961016 22.320888213820645 0.10619714181305895 b'r'
57365.10980652 22.55341558020563 0.06492211820172145 b'r'
57372.10195191 22.427467434178872 0.094073012278443 b'r'
57385.06664037 22.52605903523996 0.06559827803694773 b'r'
57396.09878367 22.531346715117778 0.08179274310291618 b'r'
57633.26547319 22.02099167327006 0.0731537528465509 b'r'
57637.27414823 22.03629803148839 0.08388734354805294 b'r'
57653.30779694 21.93141081052007 0.07203510088294962 b'r'
57655.28414359 22.01406278630995 0.07805511583422842 b'r'
57657.38378219 21.993736540001716 0.06906422760983943 b'r'
57663.30910343 22.097006128077897 0.06798588327484012 b'r'
57684.11448172 22.031703088622415 0.0887728225792408 b'r'
57688.15705937 22.064160785770127 0.06428499426606749 b'r'
57695.09481699 21.943931404012147 0.08151583897085146 b'r'
57702.0930785 21.794761567855254 0.11239727035165359 b'r'
57709.1620067 21.807235650556578 0.15209732857950797 b'r'
57714.23991427 21.89716136997187 0.07207632353868831 b'r'
57718.18151724 21.90630364944039 0.044202500200572814 b'r'
57720.14448621 21.965092135853862 0.07910472711209238 b'r'
57723.07919533 21.784900406789664 0.05500135186987265 b'r'
57739.17049014 21.727272096881965 0.08671522810722365 b'r'
57746.04573466 21.767975664990914 0.03837844736871787 b'r'
57770.05322472 21.86748320173602 0.04402859001398696 b'r'
57782.0560822 21.754665047711338 0.06805133249063644 b'r'
57991.27551803 21.947349566461813 0.10339806513314187 b'r'
57996.35623731 21.99396639961662 0.10676805980411785 b'r'
58010.22877104 21.941502739118263 0.05915238089591668 b'r'
58015.23508709 21.919904513803317 0.0773065967364488 b'r'
58021.27994285 21.95952121834429 0.07780183106070737 b'r'
58039.20280354 21.986838966695366 0.05329461861613538 b'r'
58044.30140543 22.013185117936658 0.07618753438173087 b'r'
58052.20639267 22.11663226159778 0.06509005197392881 b'r'
58064.19116807 22.037029493561118 0.09266418278255983 b'r'
58071.17954965 22.070566741696947 0.05404253844708862 b'r'
58076.20017115 22.051025420345017 0.06959063789437181 b'r'
58082.17585903 21.827134750203186 0.08106005880607368 b'r'
58092.06355116 21.82791431115898 0.16572901965875886 b'r'
